ID,Year_Birth,Education,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,IncomeRaw,Living_With,Children,Family_Size,Is_Parent
466,1954,Graduate,0.5673458090782472,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2,0,0,65275.0,Partner,0,2,0
9135,1960,Graduate,0.22742937752223136,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,0,0,27203.0,Partner,2,4,1
10623,1971,Postgraduate,0.41605656940823543,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,48330.0,Partner,1,3,1
8151,2000,Undergraduate,0.20132316702974895,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,24279.0,Partner,0,2,0
5140,1995,Postgraduate,0.5591318167208313,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,64355.0,Partner,1,3,1
10160,1966,Postgraduate,0.4393860933538088,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,50943.0,Partner,1,3,1
4945,1963,Graduate,0.4635816577979358,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,0,0,53653.0,Alone,0,1,0
10584,1986,Graduate,0.5708278275775864,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3,0,0,65665.0,Partner,1,3,1
6071,1999,Graduate,0.7096800114281632,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,81217.0,Alone,0,1,0
3386,2002,Graduate,0.29646262633477377,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,34935.0,Partner,0,2,0
8939,1969,Graduate,0.531409592514553,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,61250.0,Alone,1,2,1
9925,1991,Postgraduate,0.3386932609549659,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,0,0,39665.0,Partner,1,3,1
4320,1989,Graduate,0.5216063712010285,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,60152.0,Alone,1,2,1
5389,1974,Graduate,0.42132423842005645,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,0,48920.0,Partner,2,4,1
6036,1969,Postgraduate,0.7802399914288775,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,89120.0,Partner,0,2,0
182,1956,Postgraduate,0.3785043391307453,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,44124.0,Partner,1,3,1
203,1985,Postgraduate,0.7092514553051676,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,81169.0,Alone,0,1,0
11025,1971,Graduate,0.30992643119888574,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,36443.0,Partner,2,4,1
10203,2000,Graduate,0.21753687368308275,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,26095.0,Alone,1,2,1
4607,1969,Graduate,0.6217367236884397,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,71367.0,Partner,0,2,0
3711,1954,Postgraduate,0.7004571265311953,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,80184.0,Partner,0,2,0
3696,1975,Graduate,0.25802649905360525,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,30630.0,Alone,2,3,1
2532,1997,Postgraduate,0.6403699867861862,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,0,0,73454.0,Alone,0,1,0
9214,2001,Graduate,0.36571015320881395,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,42691.0,Partner,0,2,0
4943,1963,Graduate,0.6140227134745188,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,0,70503.0,Partner,0,2,0
35,1997,Graduate,0.21262633477375809,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,1,25545.0,Partner,1,3,1
2258,1996,Graduate,0.2781150673190243,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,32880.0,Partner,1,3,1
4322,1968,Postgraduate,0.6797346523338451,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,77863.0,Partner,0,2,0
713,1987,Postgraduate,0.4341184243419878,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,50353.0,Partner,0,2,0
4702,1974,Graduate,0.5366683332738116,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,61839.0,Alone,0,1,0
3281,1970,Postgraduate,0.42341344951966003,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,49154.0,Partner,2,4,1
702,1985,Undergraduate,0.4102710617477947,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,47682.0,Alone,1,2,1
2004,1979,Graduate,0.6334505910503195,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,72679.0,Alone,1,2,1
4769,1987,Postgraduate,0.5019820720688546,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,0,57954.0,Partner,2,4,1
4437,1972,Graduate,0.5677118674333059,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,65316.0,Partner,2,4,1
8724,1992,Graduate,0.23960751401735653,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,28567.0,Alone,1,2,1
10741,1961,Postgraduate,0.4073247384021999,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,47352.0,Partner,1,3,1
1991,1977,Graduate,0.385709438948609,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,44931.0,Partner,1,3,1
6931,1977,Graduate,0.6718688618263633,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,1,76982.0,Alone,0,1,0
11096,1962,Undergraduate,0.4956697975072319,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,57247.0,Partner,1,3,1
304,1991,Postgraduate,0.1894039498589336,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,22944.0,Alone,1,2,1
3665,1987,Undergraduate,0.21057283668440413,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,25315.0,Partner,1,3,1
10591,1979,Graduate,0.3741652083854148,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,43638.0,Alone,1,2,1
5036,1994,Postgraduate,0.3658797900074997,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,42710.0,Alone,1,2,1
5547,1992,Postgraduate,0.7360362129923931,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,84169.0,Partner,0,2,0
7822,1986,Graduate,0.4671976000857112,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,54058.0,Partner,1,3,1
8541,2000,Undergraduate,0.20493018106496197,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,24683.0,Partner,1,3,1
10955,1974,Graduate,0.7489911074604477,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,1,85620.0,Alone,0,1,0
4368,1990,Graduate,0.41177100817827933,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,47850.0,Partner,1,3,1
9671,1978,Graduate,0.15878004356987252,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,0,1,19514.0,Partner,2,4,1
2256,1983,Postgraduate,0.22703653440948537,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,27159.0,Partner,2,4,1
4279,1973,Undergraduate,0.3376486554051641,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,39548.0,Alone,2,3,1
5371,1999,Graduate,0.17627941859219315,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,0,1,21474.0,Alone,1,2,1
9240,1981,Postgraduate,0.5247491161029962,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,60504.0,Alone,1,2,1
9460,1973,Graduate,0.18471661726366917,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,22419.0,Partner,0,2,0
9504,1959,Postgraduate,0.7139745009106817,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,1,81698.0,Partner,0,2,0
8692,1962,Graduate,0.3725938359344309,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,43462.0,Partner,2,4,1
448,1988,Postgraduate,0.474536623692011,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,54880.0,Alone,1,2,1
8314,1992,Graduate,0.6979929288239705,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,79908.0,Partner,0,2,0
8420,1980,Undergraduate,0.12129031106031929,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,15315.0,Partner,0,2,0
3174,1969,Graduate,0.7681957787221885,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,87771.0,Partner,1,3,1
7685,1988,Graduate,0.2795346594764473,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,33039.0,Partner,1,3,1
3179,1990,Graduate,0.7143584157708652,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,81741.0,Alone,0,1,0
9780,1981,Postgraduate,0.6229152530266776,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,71499.0,Partner,1,3,1
10681,1980,Undergraduate,0.5422663476304417,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,62466.0,Partner,1,3,1
10232,1973,Postgraduate,0.420243919860005,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,48799.0,Alone,1,2,1
4184,1960,Postgraduate,0.4502249919645727,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,52157.0,Partner,1,3,1
9120,1972,Graduate,0.5788632548837541,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,66565.0,Alone,1,2,1
891,1961,Postgraduate,0.2461340666404771,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,29298.0,Partner,2,4,1
10381,1989,Graduate,0.4103514160208564,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,47691.0,Alone,1,2,1
3525,1980,Graduate,0.3256133709510375,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,38200.0,Partner,2,4,1
6818,1984,Graduate,0.3862272775972287,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,44989.0,Partner,1,3,1
3526,1978,Postgraduate,0.3277829363237027,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,38443.0,Partner,2,4,1
8181,1988,Undergraduate,0.329122174208064,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,38593.0,Alone,1,2,1
1029,1980,Postgraduate,0.559649655369451,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,64413.0,Partner,1,3,1
7369,1991,Postgraduate,0.31453340952108855,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,36959.0,Partner,1,3,1
2574,1987,Postgraduate,0.5380700689261098,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,61996.0,Partner,1,3,1
8159,1978,Graduate,0.4424574122352773,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,51287.0,Partner,2,4,1
1160,1980,Graduate,0.10294275204456985,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,13260.0,Partner,2,4,1
10242,1976,Postgraduate,0.40839612870968894,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,47472.0,Partner,2,4,1
5253,1966,Postgraduate,0.47206349773222384,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,54603.0,Partner,2,4,1
5966,1984,Postgraduate,0.3881736366558337,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,0,45207.0,Partner,2,4,1
5314,1961,Graduate,0.3478357915788722,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,40689.0,Partner,1,3,1
5081,1977,Undergraduate,0.4115120888539695,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,47821.0,Partner,2,4,1
5123,1961,Postgraduate,0.22963465590514626,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,27450.0,Partner,0,2,0
5756,1993,Graduate,0.3368004714117353,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,39453.0,Partner,1,3,1
8036,1981,Undergraduate,0.22427770436770114,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,26850.0,Partner,2,4,1
9058,1965,Graduate,0.6970286775472304,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,0,1,79800.0,Alone,0,1,0
5057,1971,Postgraduate,0.5362665619085032,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,61794.0,Partner,1,3,1
254,1965,Graduate,0.4654565908360416,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,0,53863.0,Partner,1,3,1
4179,1969,Graduate,0.20080532838112924,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,24221.0,Partner,0,2,0
3710,1994,Postgraduate,0.33886289775365164,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,1,1,39684.0,Alone,1,2,1
7627,1985,Postgraduate,0.8074086639762865,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,1,92163.0,Partner,0,2,0
4501,1975,Postgraduate,0.608478268633263,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1,0,0,69882.0,Alone,0,1,0
6424,1987,Graduate,0.28077568658262203,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,33178.0,Partner,1,3,1
3075,1982,Postgraduate,0.5200082139923573,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,59973.0,Partner,0,2,0
4992,1985,Postgraduate,0.14043248455412308,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,1,17459.0,Partner,1,3,1
5252,1979,Graduate,0.1980286418342202,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,23910.0,Alone,1,2,1
7444,1979,Postgraduate,0.36104960537123676,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,42169.0,Partner,2,4,1
6919,1988,Undergraduate,0.21868861826363345,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,0,26224.0,Partner,1,3,1
3537,1991,Graduate,0.26212456697975073,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,31089.0,Partner,1,3,1
10277,1971,Graduate,0.253124888396843,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,30081.0,Alone,1,2,1
2453,1970,Graduate,0.545310881754223,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,62807.0,Partner,1,3,1
7972,1965,Graduate,0.6354773043819862,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,72906.0,Alone,0,1,0
895,1958,Postgraduate,0.5333470233205956,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,0,61467.0,Partner,2,4,1
1177,1976,Postgraduate,0.4275561587086176,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,49618.0,Partner,2,4,1
7141,1996,Postgraduate,0.17997571515303026,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,1,21888.0,Alone,1,2,1
7232,1983,Graduate,0.3633709510374629,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,42429.0,Alone,1,2,1
8477,1966,Graduate,0.2180279275740152,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,26150.0,Alone,3,4,1
2457,1985,Undergraduate,0.25955323024177707,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,30801.0,Partner,1,3,1
988,1975,Graduate,0.7092425270526052,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,81168.0,Partner,0,2,0
7930,1979,Postgraduate,0.22451876718688618,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,26877.0,Alone,0,1,0
4587,1954,Postgraduate,0.38637905789078963,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,45006.0,Alone,0,1,0
6682,1983,Undergraduate,0.15399450019642155,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,18978.0,Partner,1,3,1
6222,1977,Graduate,0.18610049641084248,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,22574.0,Partner,3,5,1
10299,1979,Postgraduate,0.41525302667761865,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,1,48240.0,Alone,0,1,0
3083,1984,Graduate,0.39379843577015106,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,45837.0,Partner,2,4,1
8953,1975,Postgraduate,0.30410521052819545,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,35791.0,Alone,3,4,1
8650,1988,Graduate,0.4681261383522017,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,54162.0,Alone,2,3,1
10862,1970,Postgraduate,0.2570622477768651,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,30522.0,Partner,1,3,1
2782,1971,Postgraduate,0.4707510446055498,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,54456.0,Partner,1,3,1
6941,1981,Graduate,0.26697260812113854,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,31632.0,Alone,0,1,0
10972,1959,Graduate,0.6300489268240419,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,0,72298.0,Alone,0,1,0
10708,1988,Undergraduate,0.31467626156208706,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,36975.0,Alone,1,2,1
6583,1965,Undergraduate,0.6330577479375736,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,72635.0,Partner,0,2,0
3641,1986,Graduate,0.10619263597728652,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,13624.0,Partner,1,3,1
10156,1985,Graduate,0.7362772758115781,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,84196.0,Alone,1,2,1
4299,1970,Graduate,0.6182011356737259,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,1,70971.0,Partner,1,3,1
3469,1987,Postgraduate,0.29246276918681474,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,34487.0,Alone,2,3,1
5063,1987,Graduate,0.24141102103496304,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,28769.0,Alone,1,2,1
10727,1980,Postgraduate,0.601353523088461,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,69084.0,Partner,1,3,1
9624,1968,Postgraduate,0.5692475268740401,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,65488.0,Partner,0,2,0
5156,1980,Undergraduate,0.5422663476304417,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,62466.0,Partner,1,3,1
4376,1970,Undergraduate,0.2722045641227099,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,0,1,32218.0,Alone,0,1,0
8923,1983,Graduate,0.7337862933466661,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,1,83917.0,Alone,0,1,0
8461,1972,Graduate,0.39616442269918933,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,46102.0,Alone,3,4,1
6945,1962,Graduate,0.7396521552801685,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,84574.0,Alone,0,1,0
944,1972,Graduate,0.4861522802757044,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,56181.0,Partner,1,3,1
1907,1960,Postgraduate,0.5481054248062569,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,1,63120.0,Alone,1,2,1
701,1981,Graduate,0.642485982643477,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,0,0,73691.0,Partner,1,3,1
3856,1970,Graduate,0.5504356987250455,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,63381.0,Partner,1,3,1
4149,1958,Postgraduate,0.6643512731688154,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,76140.0,Partner,0,2,0
2131,1969,Postgraduate,0.5457751508874682,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,62859.0,Alone,1,2,1
2942,1974,Graduate,0.39441448519695727,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,0,0,45906.0,Alone,1,2,1
1173,1957,Postgraduate,0.6776722259919288,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,77632.0,Partner,0,2,0
4381,1981,Postgraduate,0.3993875218742188,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,46463.0,Partner,2,4,1
4611,1980,Graduate,0.9262258490768186,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,1,105471.0,Partner,0,2,0
3376,1980,Postgraduate,0.4781257812220992,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,55282.0,Alone,1,2,1
4679,1987,Postgraduate,0.6872968822542052,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,78710.0,Partner,1,3,1
10928,1968,Graduate,0.5817292239562872,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,66886.0,Partner,1,3,1
4248,1970,Postgraduate,0.8664601264240562,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,98777.0,Alone,0,1,0
6728,1995,Graduate,0.24439305739080747,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,29103.0,Partner,1,3,1
6661,1984,Graduate,0.5867201171386736,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,67445.0,Partner,1,3,1
4725,1960,Postgraduate,0.43646655476590124,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,50616.0,Partner,1,3,1
3277,1965,Graduate,0.42588657547944714,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,49431.0,Alone,1,2,1
2564,1963,Graduate,0.5316595835863004,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,61278.0,Partner,1,3,1
946,1968,Undergraduate,0.2210635334452341,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,26490.0,Partner,0,2,0
3867,1957,Postgraduate,0.6368433270240348,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,73059.0,Partner,1,3,1
6940,1976,Postgraduate,0.4018070783186315,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,0,0,46734.0,Alone,3,4,1
55,1973,Graduate,0.4867951144601978,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,56253.0,Partner,1,3,1
7093,1995,Graduate,0.1629941787793293,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,19986.0,Partner,1,3,1
5084,1985,Graduate,0.5053390950323202,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,58330.0,Alone,1,2,1
1777,1990,Undergraduate,0.21637620084996964,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,25965.0,Partner,0,2,0
8162,1966,Postgraduate,0.11545123388450412,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,14661.0,Partner,0,2,0
10826,1969,Graduate,0.15142316345844792,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,18690.0,Partner,0,2,0
8754,1984,Postgraduate,0.3869326095496589,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,45068.0,Partner,1,3,1
1987,1997,Undergraduate,0.17260990678904325,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,21063.0,Alone,1,2,1
11007,1978,Postgraduate,0.2451430306060498,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,29187.0,Partner,1,3,1
7426,1981,Undergraduate,0.47284025570515337,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,54690.0,Partner,2,4,1
9153,1974,Postgraduate,0.5140352130281061,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,59304.0,Partner,1,3,1
10379,1972,Postgraduate,0.5135263026320488,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,59247.0,Alone,2,3,1
9204,1980,Graduate,0.5803453448091139,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,66731.0,Alone,1,2,1
3197,1990,Graduate,0.6751812435270168,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,77353.0,Partner,1,3,1
2920,1985,Postgraduate,0.4543052033855934,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,52614.0,Alone,1,2,1
6961,1984,Graduate,0.22339380736402273,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,26751.0,Partner,2,4,1
4673,1973,Postgraduate,0.7104210563908431,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,1,81300.0,Partner,1,3,1
9937,1989,Graduate,0.612540623549159,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,70337.0,Alone,0,1,0
8779,1995,Undergraduate,0.307265811935288,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,0,1,36145.0,Partner,1,3,1
9596,1990,Postgraduate,0.5675243741294953,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,65295.0,Alone,0,1,0
2891,1973,Graduate,0.5927288311131744,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,68118.0,Alone,1,2,1
4910,1977,Graduate,0.5983089889646798,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,68743.0,Alone,0,1,0
75,1992,Undergraduate,0.3509606799757152,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,41039.0,Partner,0,2,0
10120,1965,Graduate,0.3322738473625942,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,38946.0,Partner,1,3,1
6327,1977,Graduate,0.5718277918645762,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,65777.0,Partner,0,2,0
10142,1986,Postgraduate,0.5780686404056997,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,66476.0,Alone,1,2,1
9826,1982,Postgraduate,0.760035355880147,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,1,86857.0,Alone,0,1,0
10767,1999,Postgraduate,0.6795739437877218,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,77845.0,Partner,0,2,0
7279,1979,Postgraduate,0.6048533980929252,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,69476.0,Partner,0,2,0
7230,1970,Postgraduate,0.4364219135030892,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,50611.0,Alone,1,2,1
143,1980,Graduate,0.5310435341594942,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,61209.0,Alone,0,1,0
450,1968,Postgraduate,0.3623531302453484,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,42315.0,Partner,1,3,1
9316,1962,Undergraduate,0.10137137959358594,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,13084.0,Partner,0,2,0
6379,1959,Postgraduate,0.409271097460805,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,1,47570.0,Alone,2,3,1
9239,1971,Postgraduate,0.5374183064890539,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,61923.0,Partner,2,4,1
